"5/8/2026, 10:00:25 PM",NaN

time,distance
"5/8/2026, 10:00:25 PM",NaN

time,distance
"5/8/2026, 10:00:25 PM",NaN

time,distance
"5/8/2026, 10:00:25 PM",NaN

time,distance
"5/8/2026, 10:00:25 PM",NaN

time,distance
"5/8/2026, 10:00:26 PM",NaN

time,distance
"5/8/2026, 10:00:26 PM",NaN

time,distance
"5/8/2026, 10:00:26 PM",NaN

time,distance
"5/8/2026, 10:00:26 PM",NaN

time,distance
"5/8/2026, 10:00:26 PM",NaN

time,distance
"5/8/2026, 10:00:26 PM",NaN

time,distance
"5/8/2026, 10:00:27 PM",NaN

time,distance
"5/8/2026, 10:00:27 PM",NaN

time,distance
"5/8/2026, 10:00:27 PM",NaN

time,distance
"5/8/2026, 10:00:27 PM",NaN

time,distance
"5/8/2026, 10:00:27 PM",NaN

time,distance
"5/8/2026, 10:00:27 PM",NaN

